object_id,object_type,mod_id,mod_name,source_file,load_winner,source_has_ai_weight,ai_weight_summary,cost,upkeep,produces,prerequisites,potential_allow_gates,event_flags,upgrade_from,upgrades_to,unlocks,strategic_role,strategic_tier,route_ids,parent_ai_support,policy_status,director_action,validation_status,route_id,weight,file_key,source_path,generated_folder,coefficient,additional_weight,generated_file
ring_world_3_intermediate,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_ring_world.txt,yes,yes,ai_signal_present,,,,tech_ring_world,,has_built_or_repaired_megastructure,ring_world_2,,,prerequisite_only,opening,mega_engineering_core;ring_world_growth_core,parent_ai_partial,needs_route_policy,build,ok,ring_world_growth_core,175000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_ring_world.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
kugelblitz_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_kugelblitz.txt,yes,yes,ai_signal_present,,,,giga_tech_kugelblitz,possible;potential,is_currently_building_kugelblitz;kugel_capped_u;kugel_disabled,,kugelblitz_1,,prerequisite_only,opening,mega_engineering_core;storage_cap_core,parent_ai_partial,needs_route_policy,build,ok,storage_cap_core,125000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_kugelblitz.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
kugelblitz_1,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_kugelblitz.txt,yes,yes,ai_signal_present,,,,,possible;potential,giga_achievement_64;giga_achievements_disabled;kugel_disabled,kugelblitz_0;kugelblitz_restored,kugelblitz_2,,prerequisite_only,opening,mega_engineering_core;storage_cap_core,parent_ai_partial,needs_route_policy,build,ok,storage_cap_core,150000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_kugelblitz.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
kugelblitz_2,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_kugelblitz.txt,yes,yes,ai_signal_present,,,,,possible;potential,giga_achievement_64;giga_achievements_disabled;has_built_or_repaired_megastructure;kugel_disabled,kugelblitz_1,kugelblitz_3,,prerequisite_only,opening,mega_engineering_core;storage_cap_core,parent_ai_partial,needs_route_policy,build,ok,storage_cap_core,170000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_kugelblitz.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
kugelblitz_3,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_kugelblitz.txt,yes,yes,ai_signal_present,,,,,possible;potential,giga_achievement_64;giga_achievements_disabled;has_built_or_repaired_megastructure;kugel_disabled,kugelblitz_2,,,prerequisite_only,opening,mega_engineering_core;storage_cap_core,parent_ai_partial,needs_route_policy,build,ok,storage_cap_core,190000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_kugelblitz.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
habitat_central_complex,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_b_habitats.txt,yes,yes,ai_signal_present,,,,,possible;potential,has_recently_built_habitat,,,,prerequisite_only,opening,crowded_tall_route;mega_engineering_core,parent_ai_partial,needs_route_policy,build,ok,crowded_tall_route,125000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_b_habitats.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
interstellar_habitat_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_interstellar_habitat.txt,yes,yes,ai_signal_present,,,,giga_tech_interstellar_habitat,possible;potential,giga_started_i_ringworld;stellarhabitat_capped_u;stellarhabitat_disabled,,interstellar_habitat_1,,prerequisite_only,opening,crowded_tall_route;mega_engineering_core,parent_ai_partial,needs_route_policy,build,ok,crowded_tall_route,145000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_interstellar_habitat.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
stellar_ring_habitat_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_stellar_ring_habitat.txt,yes,yes,ai_signal_present,,,,giga_tech_stellar_ring_habitat,possible,,,stellar_ring_habitat_1,,prerequisite_only,opening,crowded_tall_route;mega_engineering_core,parent_ai_partial,needs_route_policy,build,ok,crowded_tall_route,145000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_stellar_ring_habitat.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
planetary_computer_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_planetary_computer.txt,yes,yes,ai_signal_present,,,,giga_tech_planetary_computer,possible;potential,planetary_computer_capped_u;planetary_computer_disabled,,planetary_computer_1,,prerequisite_only,opening,mega_engineering_core;planetary_computer_research_core,parent_ai_partial,needs_route_policy,build,ok,planetary_computer_research_core,175000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_planetary_computer.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
planetary_computer_1,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_planetary_computer.txt,yes,yes,ai_signal_present,,,,,possible;potential,planetary_computer_disabled,planetary_computer_0,planetary_computer_2,,prerequisite_only,opening,mega_engineering_core;planetary_computer_research_core,parent_ai_partial,needs_route_policy,build,ok,planetary_computer_research_core,190000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_planetary_computer.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
mega_shipyard_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_mega_shipyard.txt,no,yes,ai_signal_present,,,,tech_mega_shipyard,possible;potential,built_mega_shipyard_site;vanilla_shipyard_capped_u;vanilla_shipyard_disabled,,mega_shipyard_1,,prerequisite_only,midgame,mega_engineering_core;mega_shipyard_core,parent_ai_partial,needs_route_policy,build,ok,mega_shipyard_core,150000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_mega_shipyard.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
matrioshka_brain_0_g_star,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_matrioshka_brain_revised.txt,yes,yes,ai_signal_present,,,,giga_tech_matrioshka_brain_1,possible;potential,giga_matroishka_scaling;matrioshka_brain_capped_u;matrioshka_brain_disabled,,,,economy_multiplier,opening,apex_site_preservation_core;economy_megastructure_core;mega_engineering_core,parent_ai_partial,needs_route_policy,build,ok,economy_megastructure_core,145000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_i_matrioshka_brain_revised.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
matrioshka_brain_0_o_star,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_matrioshka_brain_revised.txt,yes,no,,,,,,,,,,,economy_multiplier,opening,apex_site_preservation_core;economy_megastructure_core;mega_engineering_core,parent_ai_absent,needs_route_policy,build,ok,apex_site_preservation_core,230000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_i_matrioshka_brain_revised.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
dyson_sphere_0_o_star,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_dyson_sphere_o_star.txt,yes,no,,,,,,potential,,dyson_sphere_0,dyson_sphere_1_o_star,,economy_multiplier,opening,apex_site_preservation_core;economy_megastructure_core;mega_engineering_core,parent_ai_absent,needs_route_policy,build,ok,apex_site_preservation_core,45000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_dyson_sphere_o_star.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
neutronium_gigaforge_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_neutronium_gigaforge.txt,yes,yes,ai_signal_present,,,,giga_tech_neutronium_gigaforge,possible;potential,gigaforge_capped_u;gigaforge_disabled,,neutronium_gigaforge_1,,economy_multiplier,midgame,apex_site_preservation_core;economy_megastructure_core;mega_engineering_core,parent_ai_partial,needs_route_policy,build,ok,apex_site_preservation_core,210000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_neutronium_gigaforge.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
nidavellir_forge_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_nidavellir_forge.txt,yes,yes,ai_signal_present,,,,giga_tech_nidavellir,possible;potential,nidavellir_capped_u;nidavellir_disabled,,nidavellir_forge_1,,economy_multiplier,opening,apex_site_preservation_core;economy_megastructure_core;mega_engineering_core,parent_ai_partial,needs_route_policy,build,ok,apex_site_preservation_core,220000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_i_nidavellir_forge.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
planetcraft_printer_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_behemoth_assembly_plant.txt,yes,yes,ai_signal_present,,,,giga_tech_planet_assembly,possible;potential,pangalactic_defense_league;warplanet_disabled,,planetcraft_printer_1_fake,,direct_combat_power,planetcraft,fallen_empire_benchmark_route;mega_engineering_core;planetcraft_route,parent_ai_partial,needs_route_policy,build,ok,planetcraft_route,180000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_i_behemoth_assembly_plant.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
war_moon_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_attack_moon.txt,yes,yes,ai_signal_present,,,,giga_tech_war_moon_2,possible;potential,pangalactic_defense_league;warmoon_capped_u;warmoon_disabled,,war_moon_1,,direct_combat_power,planetcraft,conquest_escape_route;mega_engineering_core;war_moon_route,parent_ai_partial,needs_route_policy,build,ok,war_moon_route,165000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_attack_moon.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
war_system_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_stellar_systemcraft.txt,yes,yes,ai_signal_present,,,,giga_tech_war_system_1,possible;potential,systemcraft_capped_u;systemcraft_disabled,,war_system_1,,prerequisite_only,systemcraft,conquest_escape_route;mega_engineering_core;systemcraft_route,parent_ai_partial,needs_route_policy,build,ok,systemcraft_route,200000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_i_stellar_systemcraft.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
esc_starbase_reactor,starbase_building,2648658105,Extra Ship Components NEXT,common/starbase_buildings/esc_starbase_buildings.txt,yes,yes,ai_signal_present,,,,,possible;potential,,,,,defensive_infrastructure,opening,crowded_tall_route;esc_component_route,parent_ai_complete,needs_route_policy,supplement_prerequisites,ok,fallen_empire_benchmark_route,75000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\2648658105-extra-ship-components-next\common\starbase_buildings\esc_starbase_buildings.txt,starbase_buildings,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_buildings/zzzz_staid_05_starbase_defense_starbase_buildings.txt
adv_starbase_defenses,starbase_building,683230077,NSC3,common/starbase_buildings/nsc_starbase_buildings.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,crowded_tall_route,parent_ai_complete,needs_route_policy,supplement_prerequisites,ok,fallen_empire_benchmark_route,110000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\683230077-nsc3\common\starbase_buildings\nsc_starbase_buildings.txt,starbase_buildings,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_buildings/zzzz_staid_05_starbase_defense_starbase_buildings.txt
reinforced_defenses,starbase_building,3250900527,Starbase Extended 3.0,common/starbase_buildings/sbx_3_0_buildings.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,crowded_tall_route,parent_ai_complete,needs_route_policy,supplement_prerequisites,ok,fallen_empire_benchmark_route,105000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\starbase_buildings\sbx_3_0_buildings.txt,starbase_buildings,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_buildings/zzzz_staid_05_starbase_defense_starbase_buildings.txt
strategic_defenses,starbase_building,3250900527,Starbase Extended 3.0,common/starbase_buildings/sbx_3_0_buildings.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,crowded_tall_route,parent_ai_complete,needs_route_policy,supplement_prerequisites,ok,fallen_empire_benchmark_route,120000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\starbase_buildings\sbx_3_0_buildings.txt,starbase_buildings,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_buildings/zzzz_staid_05_starbase_defense_starbase_buildings.txt
gun_battery,starbase_module,3250900527,Starbase Extended 3.0,common/starbase_modules/sbx_3_0_starbase_modules.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,,parent_ai_complete,parent_ai_ok,supplement_prerequisites,ok,fallen_empire_benchmark_route,90000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\starbase_modules\sbx_3_0_starbase_modules.txt,starbase_modules,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_modules/zzzz_staid_05_starbase_defense_starbase_modules.txt
missile_battery,starbase_module,3250900527,Starbase Extended 3.0,common/starbase_modules/sbx_3_0_starbase_modules.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,,parent_ai_complete,parent_ai_ok,supplement_prerequisites,ok,fallen_empire_benchmark_route,90000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\starbase_modules\sbx_3_0_starbase_modules.txt,starbase_modules,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_modules/zzzz_staid_05_starbase_defense_starbase_modules.txt
hangar_bay,starbase_module,3250900527,Starbase Extended 3.0,common/starbase_modules/sbx_3_0_starbase_modules.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,,parent_ai_complete,parent_ai_ok,supplement_prerequisites,ok,fallen_empire_benchmark_route,95000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\starbase_modules\sbx_3_0_starbase_modules.txt,starbase_modules,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_modules/zzzz_staid_05_starbase_defense_starbase_modules.txt
large_battery,starbase_module,3250900527,Starbase Extended 3.0,common/starbase_modules/sbx_3_0_starbase_modules.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,,parent_ai_complete,parent_ai_ok,supplement_prerequisites,ok,fallen_empire_benchmark_route,105000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\starbase_modules\sbx_3_0_starbase_modules.txt,starbase_modules,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_modules/zzzz_staid_05_starbase_defense_starbase_modules.txt
armor_module,starbase_module,3250900527,Starbase Extended 3.0,common/starbase_modules/sbx_3_0_starbase_modules.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,,parent_ai_complete,parent_ai_ok,supplement_prerequisites,ok,fallen_empire_benchmark_route,80000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\starbase_modules\sbx_3_0_starbase_modules.txt,starbase_modules,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_modules/zzzz_staid_05_starbase_defense_starbase_modules.txt
orbital_ring_gun_battery,starbase_module,3250900527,Starbase Extended 3.0,common/starbase_modules/sbx_3_0_orbital_ring_modules.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,crowded_tall_route,parent_ai_complete,needs_route_policy,supplement_prerequisites,ok,fallen_empire_benchmark_route,80000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\starbase_modules\sbx_3_0_orbital_ring_modules.txt,starbase_modules,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_modules/zzzz_staid_05_starbase_defense_starbase_modules.txt
orbital_ring_missile_battery,starbase_module,3250900527,Starbase Extended 3.0,common/starbase_modules/sbx_3_0_orbital_ring_modules.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,crowded_tall_route,parent_ai_complete,needs_route_policy,supplement_prerequisites,ok,fallen_empire_benchmark_route,80000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\starbase_modules\sbx_3_0_orbital_ring_modules.txt,starbase_modules,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_modules/zzzz_staid_05_starbase_defense_starbase_modules.txt
orbital_ring_hangar_bay,starbase_module,3250900527,Starbase Extended 3.0,common/starbase_modules/sbx_3_0_orbital_ring_modules.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,crowded_tall_route,parent_ai_complete,needs_route_policy,supplement_prerequisites,ok,fallen_empire_benchmark_route,85000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\starbase_modules\sbx_3_0_orbital_ring_modules.txt,starbase_modules,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_modules/zzzz_staid_05_starbase_defense_starbase_modules.txt
orbital_ring_large_gun_battery,starbase_module,3250900527,Starbase Extended 3.0,common/starbase_modules/sbx_3_0_orbital_ring_modules.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,crowded_tall_route,parent_ai_complete,needs_route_policy,supplement_prerequisites,ok,fallen_empire_benchmark_route,90000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\starbase_modules\sbx_3_0_orbital_ring_modules.txt,starbase_modules,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_modules/zzzz_staid_05_starbase_defense_starbase_modules.txt
orbital_ring_armor_module,starbase_module,3250900527,Starbase Extended 3.0,common/starbase_modules/sbx_3_0_orbital_ring_modules.txt,yes,yes,ai_signal_present,,,,,potential,,,,,defensive_infrastructure,opening,crowded_tall_route,parent_ai_complete,needs_route_policy,supplement_prerequisites,ok,fallen_empire_benchmark_route,75000,05_starbase_defense,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\starbase_modules\sbx_3_0_orbital_ring_modules.txt,starbase_modules,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/starbase_modules/zzzz_staid_05_starbase_defense_starbase_modules.txt
research_federation,federation_type,vanilla,Stellaris vanilla 4.4.4,common/federation_types/00_federation_types.txt,yes,yes,ai_signal_present,,,,,allow;potential,,,,,unknown_manual_review,manual_review,research_diplomacy_core;research_megastructure_core;research_throughput_infrastructure,parent_ai_partial,needs_route_policy,manual_review,ok,research_diplomacy_core,0,15_research_diplomacy,C:\Steam\steamapps\common\Stellaris\common\federation_types\00_federation_types.txt,federation_types,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/federation_types/zzzz_staid_15_research_diplomacy_federation_types.txt
