source_artifact,object_type,object_id,issue_key,source_mod,source_file,current_status,decision,resolved_value_or_policy,evidence,confidence,codex_action
strategic_infrastructure,district,district_rw_farming,@rw_maintenance,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance = 5,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance = 5.,high,Update source-local variable resolution so district:district_rw_farming consumes @rw_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_farming,@rw_maintenance_sr,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance_sr = 2,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance_sr = 2.,high,Update source-local variable resolution so district:district_rw_farming consumes @rw_maintenance_sr as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_generator,@rw_maintenance,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance = 5,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance = 5.,high,Update source-local variable resolution so district:district_rw_generator consumes @rw_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_generator,@rw_maintenance_sr,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance_sr = 2,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance_sr = 2.,high,Update source-local variable resolution so district:district_rw_generator consumes @rw_maintenance_sr as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_hive,@rw_maintenance,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance = 5,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance = 5.,high,Update source-local variable resolution so district:district_rw_hive consumes @rw_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_nexus,@rw_maintenance,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance = 5,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance = 5.,high,Update source-local variable resolution so district:district_rw_nexus consumes @rw_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_science,@rw_maintenance,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance = 5,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance = 5.,high,Update source-local variable resolution so district:district_rw_science consumes @rw_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_science,@rw_maintenance_sr,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance_sr = 2,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance_sr = 2.,high,Update source-local variable resolution so district:district_rw_science consumes @rw_maintenance_sr as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_urban_1,@rw_maintenance,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance = 5,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance = 5.,high,Update source-local variable resolution so district:district_rw_urban_1 consumes @rw_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_urban_2,@rw_maintenance,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance = 5,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance = 5.,high,Update source-local variable resolution so district:district_rw_urban_2 consumes @rw_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_urban_3,@rw_maintenance,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance = 5,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance = 5.,high,Update source-local variable resolution so district:district_rw_urban_3 consumes @rw_maintenance as 5 and remove this unresolved_variable blocker row.
