benefit_class,object_type,object_id,source_mod,source_file,current_status,decision,formula_or_policy,evidence,confidence,codex_action
empire_country_modifier,building,building_mem_xenograss_processor,More Events Mod,common\buildings\mem_scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_xenograss_processor in More Events Mod/common\buildings\mem_scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_military_academy,Stellaris vanilla,common\buildings\09_army_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_military_academy in Stellaris vanilla/common\buildings\09_army_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_military_contractors,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_military_contractors in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_order_keep,Stellaris vanilla,common\buildings\02_government_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_order_keep in Stellaris vanilla/common\buildings\02_government_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_paragon_memory_vaults,Stellaris vanilla,common\buildings\17_paragon_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_paragon_memory_vaults in Stellaris vanilla/common\buildings\17_paragon_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
diplomacy_envoys,building,building_pd_rogue_council,Planetary Diversity - More Arcologies,common\buildings\pd_arc_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: diplomacy/envoy relevance is present only as a text/structural signal. No envoy/trust/federation numeric amount is parsed for this blocker row.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_pd_rogue_council in Planetary Diversity - More Arcologies/common\buildings\pd_arc_buildings.txt.",high,Preserve as diplomacy tag; do not score for colony automation or economic plans until numeric envoy/diplomacy modifiers are parsed.
empire_country_modifier,building,building_pearl_borehole_site,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_pearl_borehole_site in Forgotten Empires 4.4.1/common\buildings\scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_pearl_borehole_site_2,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_pearl_borehole_site_2 in Forgotten Empires 4.4.1/common\buildings\scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_pearl_borehole_site_3,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_pearl_borehole_site_3 in Forgotten Empires 4.4.1/common\buildings\scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_pinniped_sanctuary,Stellaris vanilla,common\buildings\22_extreme_frontiers_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_pinniped_sanctuary in Stellaris vanilla/common\buildings\22_extreme_frontiers_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_pirate_haven,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_pirate_haven in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_private_mining_consortium,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_private_mining_consortium in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_private_research_initiative,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_private_research_initiative in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_private_security,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_private_security in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_private_shipyards,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_private_shipyards in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
shipyard_throughput,building,building_private_shipyards,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: shipyard/starbase throughput relevance is present without a parsed numeric throughput modifier amount. Do not infer build speed/capacity from object name.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_private_shipyards in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,"Mark detected-only/non-scoring; consume only rows with parsed `starbase_shipyard_*`, `shipsize_*_build_speed_mult`, or shipyard capacity numeric modifiers."
starbase_support,building,building_private_shipyards,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: object is starbase-related or matched a starbase support term, but this row has no numeric starbase-support amount. The current build-plan consumer surfaces are economic plans and colony automation, not arbitrary starbase scoring.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_private_shipyards in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Preserve as starbase-lane tag and exclude from colony/economic-plan numeric scoring until a starbase-specific consumer formula exists.
empire_country_modifier,building,building_psionic_offices,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_psionic_offices in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
diplomacy_envoys,building,building_public_relations_office,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: diplomacy/envoy relevance is present only as a text/structural signal. No envoy/trust/federation numeric amount is parsed for this blocker row.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_public_relations_office in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Preserve as diplomacy tag; do not score for colony automation or economic plans until numeric envoy/diplomacy modifiers are parsed.
empire_country_modifier,building,building_public_relations_office,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_public_relations_office in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_resource_silo,Stellaris vanilla,common\buildings\03_resource_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_resource_silo in Stellaris vanilla/common\buildings\03_resource_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_sanctuary_of_toil,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_sanctuary_of_toil in Stellaris vanilla/common\buildings\20_machine_age_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_smuggling_rings,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_smuggling_rings in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_subterranean_cache,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_subterranean_cache in Stellaris vanilla/common\buildings\21_wilderness_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_syndicate_outreach_office,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_syndicate_outreach_office in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_the_beholder,Stellaris vanilla,common\buildings\17_paragon_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_the_beholder in Stellaris vanilla/common\buildings\17_paragon_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_the_sanctum_of_augmentation,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_the_sanctum_of_augmentation in Stellaris vanilla/common\buildings\20_machine_age_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_underground_chemists,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_underground_chemists in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_underground_clubs,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_underground_clubs in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_virtual_entertainment_studios,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_virtual_entertainment_studios in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_whisperers_sanctum,Stellaris vanilla,common\buildings\12_event_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_whisperers_sanctum in Stellaris vanilla/common\buildings\12_event_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_wildcat_miners,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_wildcat_miners in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_woorskyr_barkfarm,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_woorskyr_barkfarm in Forgotten Empires 4.4.1/common\buildings\scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_woorskyr_bioenergy_plant,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_woorskyr_bioenergy_plant in Forgotten Empires 4.4.1/common\buildings\scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_woorskyr_biofuel_refinery,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_woorskyr_biofuel_refinery in Forgotten Empires 4.4.1/common\buildings\scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_woorskyr_growth_monitoring_center,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_woorskyr_growth_monitoring_center in Forgotten Empires 4.4.1/common\buildings\scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_woorskyr_ship_foundry,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_woorskyr_ship_foundry in Forgotten Empires 4.4.1/common\buildings\scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_wrecking_yards,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_wrecking_yards in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_xeno_tourism_agency,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_xeno_tourism_agency in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_xenograss_processor,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_xenograss_processor in Forgotten Empires 4.4.1/common\buildings\scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
starbase_support,starbase_building,construction_planificator,Starbase Extended 3.0,common\starbase_buildings\sbx_3_0_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: object is starbase-related or matched a starbase support term, but this row has no numeric starbase-support amount. The current build-plan consumer surfaces are economic plans and colony automation, not arbitrary starbase scoring.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:construction_planificator in Starbase Extended 3.0/common\starbase_buildings\sbx_3_0_buildings.txt.",high,Preserve as starbase-lane tag and exclude from colony/economic-plan numeric scoring until a starbase-specific consumer formula exists.
empire_country_modifier,starbase_building,crew_formation_modules,Starbase Extended 3.0,common\starbase_buildings\sbx_3_0_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:crew_formation_modules in Starbase Extended 3.0/common\starbase_buildings\sbx_3_0_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
blocker_district_capacity,district,district_arcology_leisure,Planetary Diversity - More Arcologies,common\districts\01_arcology_districts.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: blocker/district-capacity terms identify capacity or district-surface relevance, but the current static consumer contract has no proactive blocker-clearing/refactor command surface.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_arcology_leisure in Planetary Diversity - More Arcologies/common\districts\01_arcology_districts.txt.",high,Preserve as structural tag and exclude from positive scoring; require a separate blocker/deposit/district-capacity consumer before valuation.
blocker_district_capacity,district,district_battle_thrall,Planetary Diversity - More Arcologies,common\districts\00_urban_districts.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: blocker/district-capacity terms identify capacity or district-surface relevance, but the current static consumer contract has no proactive blocker-clearing/refactor command surface.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for district:district_battle_thrall in Planetary Diversity - More Arcologies/common\districts\00_urban_districts.txt.",high,Preserve as structural tag and exclude from positive scoring; require a separate blocker/deposit/district-capacity consumer before valuation.
